city,state_name
Biltmore Lake,North Carolina
Tinlet Park,Illinois
West Springfield,Virginia
West Milwaukee,Wisconsin
Pleasant City,Ohio
Mont Alto,Pennsylvania
Saint James,New York
Brunswick,Georgia
South Madley,Massachusetts
Parsons,West Virginia
Sanborn,Iowa
Goodview,Minnesota
Pawtucket,Rhode Island
Fresh Meadows,New York
South China,Maine
Hillsdale,New York
Wappinger Falls,New York
Covington,Virginia
Curwensville,Pennsylvania
Fallsburg,New York
Crivitz,Wisconsin
Colmar Manor,Maryland
Cameron Park,California
Tomah,Wisconsin
Plain,Wisconsin
Dilworth,Minnesota
Yazoo City,Mississippi
Goodfellow Afb,Texas
Sandy Point,Virginia
Landberg,Pennsylvania
Le Roy,New York
Ranson,West Virginia
Westminster,Vermont
Titusville,Florida
Soudertown,Pennsylvania
Glen Cove,New York
Mazar-I-Sharif,Washington
Budd Lake,New Jersey
Lecanto,Florida
Tuckahoe,New Jersey
Blackstone,Virginia
Folsom,West Virginia
Palmyra,New Jersey
Grovetown,Georgia
Warsaw,North Carolina
Derby,Kansas
North Rose,New York
Silver Lake,Indiana
Hill City,Kansas
Saint Leonard,Maryland
Aberdeen,South Dakota
FALLS,Virginia
Rescue,California
Seeley,California
Lyons,Illinois
Chesapeak Beach,Maryland
Normandy Brach,New Jersey
Hawkins,Texas
Ux Bridge,Massachusetts
Benton,Tennessee
Aitkin,Minnesota
"Gaithersburg, Md 20878 5",Maryland
Pancho Cucamonga,California
SW Ranches,Florida
Buffalo,Wyoming
Goose Creek,South Carolina
"Charlottesville, Va 22911",Virginia
Andrews Air Force Ba,Maryland
North Hudson,New York
Holyoke,Massachusetts
Havre De Grace,Maryland
Port Angeles,Washington
Embarrass,Minnesota
Dedham,Massachusetts
Essex,Connecticut
South Plains,New Jersey
Sardinia,Ohio
Mt. Laurel,New Jersey
Ashland,Ohio
Fallston,Maryland
Mountainside,New Jersey
New Baltimore,Virginia
La Caada Flintridge,California
Gaylord,Michigan
Jasper,Alabama
Glenolden,Pennsylvania
Bridgewater,New Jersey
Munich,North Dakota
Height,Maryland
Montgomery Ctr,Vermont
Fremont,Nebraska
Detroit,Michigan
Sewickley,Pennsylvania
Martinsburg,Virginia
Village of Palmetto Bay,Florida
Lewisburg,Tennessee
North Branch,Michigan
Pinole,California
Dover,Delaware
Newbury,Massachusetts
West Suffield,Connecticut
Hot Springs,Virginia
"Bethesda, Md 20816 2924",District of Columbia
Palm Beach Gardens,Florida
Mauricetown,New Jersey
West Hempsted,New York
Spirit Lake,Iowa
Ismailia,Illinois
Butler,Pennsylvania
Wyoming,Delaware
Galveston,Texas
Fairview,Pennsylvania
Ottawa Lake,Michigan
Keedysville,Maryland
Sutton,Nebraska
Littleton,New Hampshire
Beaverton,Michigan
Rochester,Washington
Manchester,Michigan
Gideon,Missouri
Broadview Heights,Ohio
Mabank,Texas
Westerly,Rhode Island
Frankenmuth,Michigan
Mc Cordsville,Indiana
Kensington,California
Bay Saint Louis,Mississippi
Banks,Oregon
Mars,Pennsylvania
Whitesville,Kentucky
Hinsdale,Illinois
Wheatley Heights,New York
Woodbury,Tennessee
Jefferson,Maine
Waianae,Hawaii
Kenvil,New Jersey
University Ht,Ohio
Tinton Falls,New Jersey
Bridgewater,Connecticut
Manchester Engl,Maryland
Cambria,California
Belgrade Lks,Maine
Cameron,North Carolina
Granger,Iowa
Davis,West Virginia
Apopoka,Florida
Forest Hill,Maryland
Sunapee,New Hampshire
Barrington,New Hampshire
Hickory,Pennsylvania
Cocoa Beach,Florida
Box 322,Military Europe
Box Elder,South Dakota
Guaynato,Puerto Rico
Morrisvale,West Virginia
High Rolls Mountain Park,New Mexico
Santa Monico,California
Vine Grove,Kentucky
Bridgewater,Massachusetts
Hatfield,Massachusetts
Bolivar,Tennessee
Egg Harbor Town,New Jersey
F-4 Guaynabo,Puerto Rico
Fredonia,Arizona
Henrico,North Carolina
NULL,Illinois
Tecumseh,Oklahoma
Johnston,Rhode Island
Cleveland,New Mexico
Okla City,Oklahoma
Missoula,Montana
San Fernando,California
Parkchester,New York
Brunswick,Missouri
Newport,Oregon
Springfield,Pennsylvania
Iola,Texas
Cornwall,Vermont
Chattanoga,Tennessee
Rifton,New York
Harleigh,Pennsylvania
Silesia,Maryland
Sanford,Maine
Winter Haven,Florida
Quincy,Florida
Fort Ann,New York
Suzhou,Military Pacific
Saratoga Springs,New York
Berrien Center,Michigan
Wyoming,Pennsylvania
Shelburne Ma,Massachusetts
"Arlington, Va 22204 4888",District of Columbia
Niles,Illinois
Cassville,Missouri
Schodack Landing,New York
Old Town,Maine
Ahoskie,North Carolina
South Valley,Utah
McGee,Arkansas
Severna Park,Maryland
Ridgway,Colorado
Douglaston,New York
Woodlandhills,California
Blakely,Georgia
Broadview,Illinois
Clarksville,Pennsylvania
Cudjoe Key,Florida
Portsmouth,New Hampshire
South Beloit,Illinois
Freeport,Pennsylvania
Crossett,Arkansas
Lemoyne,Pennsylvania
Sleepy Hollow,Illinois
Shandaken,New York
Warrington,Pennsylvania
Winslow,Arkansas
Alb.,New Mexico
Palos Verdes Estates,California
NULL,Ohio
Stock Holm,New Jersey
Bristol,West Virginia
Center City,Minnesota
Mount Jewett,Pennsylvania
Marina Del Ray,California
Sturgis,Mississippi
Adelphi Md 207,Maryland
Merrimack,New Hampshire
Waxhaw,North Carolina
Haverford,Pennsylvania
Vienna,Maine
Narrows,Virginia
Tranby,Military Europe
Battle Creek,Michigan
Getzville,New York
Steamboat Spgs,Colorado
Mosby,Virginia
"Washington, Dc 20016 435",District of Columbia
Wheatfield,New York
Woodbury,New Jersey
Aberdeen,Maryland
Pennsauken Township,New Jersey
Taylorsville,Utah
Hendon,Virginia
Hannacroix,New York
Forty Fort,Pennsylvania
Big Pool,Maryland
Dryden,New York
Hallandale,Florida
Columbia Station,Ohio
Round Lake,Illinois
Woolwine,Virginia
Pea Ridge,Arkansas
Saint Michael,Minnesota
Anna Maria,Florida
Bailey,Mississippi
Farnham,Virginia
Cheyv Chase,Maryland
Tooele,Utah
Nowell,Massachusetts
Leicester,Massachusetts
Darrestown,Maryland
Pennsauken,New York
Lansford,Pennsylvania
Lahaina,Hawaii
Cranbury,New Jersey
Sylvania,Ohio
Watertown,Wisconsin
Coarsegold,California
South Woodstock,Vermont
Dyke,Virginia
Chestertown,Maryland
Pontiac,Michigan
St. Leonard,Maryland
Oakridge,Oregon
Riverside,Alaska
Edmonds,Washington
Cross River,New York
Advance,Missouri
Kelseyville,California
Oceanside,California
Thetford,Vermont
Mumbai,Marshall Islands
Buffalo,New York
Dallastown,Pennsylvania
Luthville Timo,Maryland
Sheridan,Colorado
University Park,Florida
North Springfield,Virginia
Ft. Loudon,Pennsylvania
Hempstead,Maryland
Rio Rancho,Missouri
Naylor,Georgia
Shrub Oak,New York
Hihlands Ranch,Colorado
Perry,Florida
Beverly Shores,Indiana
Rohrersville,Maryland
Charlotte Amali,Virgin Islands
Warner,New Hampshire
Mentone,California
Alexandria,Louisiana
St. Davids,Pennsylvania
St. David's,Pennsylvania
Cortland,New York
Bayside,Wisconsin
Mendota Hts,Minnesota
Boca Raton,Ohio
Wellesley,Massachusetts
Markham,Illinois
Fpo,Military Europe
Durham,Maine
Bellefonte,Pennsylvania
Visalia,New Mexico
"Alexandria, Va 22301 200",District of Columbia
Galena,Alaska
Wappingers Falls,New York
Marmora,New Jersey
Salmon,Idaho
Champaigne,Illinois
Flintville,Virginia
Mt Zion,Illinois
Clarksville,Maryland
Hauppauge,New York
Hurricane,Utah
Pewee Valley,Kentucky
Donora,Pennsylvania
Seward,Alaska
"Springfield,",Missouri
Chula Vista,Alaska
Fort Yukon,Alaska
White Deer,Pennsylvania
Thetford Ctr,Vermont
Geneva,New York
Beggs,Oklahoma
Wesley Chapel,Florida
Old Forge,Pennsylvania
Barnesville,Ohio
Belle Center,Ohio
Chesnee,South Carolina
Cooper Landing,Alaska
Danville,Ohio
Vermillione,South Dakota
Muttontown,New York
Ripley,West Virginia
Lopeno,Texas
Univ Park,Maryland
Round Lake,New York
Lively,Virginia
Richland,Washington
Roversford,Pennsylvania
Village Of Loch Lloyd,Missouri
Bridgeport,West Virginia
Woodlawn,Virginia
Ankeny,Iowa
Ridgewood,Massachusetts
Univ. of Richmo,Virginia
Colorado Spring,Colorado
Falls Chuarch,Virginia
No. Springfield,Virginia
Jay,Oklahoma
Skokie,Illinois
East Windsor Hill,Connecticut
Plymouth Mtng,Pennsylvania
Maggie Valley,North Carolina
Washington,Kansas
Fairfield,Maine
Endeavor,Wisconsin
Watsonville,California
Vinemont,Alabama
Horton,Michigan
New Windsor,Maryland
Camp Integrity,Military Europe
Dunmore,Pennsylvania
Independence,Kansas
Shepardstown,Maryland
Moore,South Carolina
Warrenton,Oregon
York,Nebraska
Minneapoils,Minnesota
Vermilion,Ohio
Springdale,Ohio
Wilmot,South Dakota
Alpine,Texas
Amery,Wisconsin
Bryn Mawr,Pennsylvania
North Bethesday,Maryland
Haywood,Virginia
East Rochester,New York
West Redding,Connecticut
Saint Johns,Michigan
Concord,Massachusetts
Yonkers,New York
Tiverton,Rhode Island
Amsterdam,New York
Lagrange,Illinois
Riveside,Illinois
Brentwood,New Hampshire
Hubbard,Ohio
Lake Sherwood,California
Concrete,Washington
Landing,Maryland
Chichester,New Hampshire
New Paltz,New York
Schertz,Texas
Crowley,Texas
Waddell,Arizona
"Jenks,",Oklahoma
Burbank,Wyoming
Lyons,Colorado
"Brooklyn, Ny 11201 4366",New York
Dutch Harbor,Alaska
Lincoln Park,New Jersey
Prospect Park,Pennsylvania
Sommerville,Massachusetts
Winneconne,Wisconsin
Hastings-On-Hudson,New York
McKeesport,Pennsylvania
Flatswoods,Kentucky
Sullivan,Illinois
Bucksport,Maine
Epping,New Hampshire
Orrs Island,Maine
Elaine,Arkansas
Sanford,Florida
Marion Center,Pennsylvania
Mundelein,Illinois
Plainwell,Michigan
South Setouket,New York
Scottdale,Georgia
Elderton,Pennsylvania
Kill Devil Hills,North Carolina
Beverly Hills,California
Mequon,Wisconsin
Socorro,Texas
New Carlisle,Ohio
Anapolis,Maryland
Phoenix,Arizona
Grayson,Kentucky
Los Lunas,New Mexico
Florida City,Florida
Middleville,New Jersey
Fayetteville,Tennessee
Bridgwater,Vermont
Brandon,Vermont
Cordova,Alaska
Greenbackville,Virginia
Edgard,Louisiana
Manhattan Beach,California
North Ridgevill,Ohio
Kittredge,Colorado
Cherminox,California
Aberdeen,Washington
Texarkana,Arkansas
Munhall,Pennsylvania
Florence,Massachusetts
Kirkwood,Missouri
Lake Forest Park,Washington
East Jordan,Michigan
Edison,New Jersey
Wheeling,West Virginia
Whitehall,Michigan
Winona,Minnesota
Polk City,Florida
Belle Glade,Florida
Tiger,Georgia
Glen,New Hampshire
Leona Valley,California
Rawlings,Maryland
"Sterling, Va 20164 2300",Virginia
Evergreen,Colorado
Clover,South Carolina
Enfield,Connecticut
Tustin,California
West Hempstead,New York
Ponder,Texas
Stongsville,Ohio
Onset,Massachusetts
East Walpole,Massachusetts
Greenwood Vlg,Colorado
Goshen,Virginia
Summerfield,North Carolina
Pendleton,Oregon
Hillsboro,New Hampshire
Tumwater,Washington
Tuluksak,Alaska
Glenwoos Springs,Colorado
Seaford,Delaware
Hollis,New York
Fairmont,West Virginia
Nancy,Kentucky
Hephzibah,Georgia
Melrose,New York
Harper Woods,Michigan
Mt Vernon,New York
Poinciana,Florida
Montezuma,Georgia
Ranier,Minnesota
Theresa,New York
Rising Fawn,Georgia
Lghthse Point,Florida
Port Republic,Maryland
North Grosvenordale,Connecticut
Blairsden Graeagle,California
Kirkwood,Delaware
Palm Bch Gdns,Florida
Norton,Massachusetts
Duryea,Pennsylvania
Cape May Court,New Jersey
Brenwood,Maryland
Bird-In-Hand,Pennsylvania
Kernonkson,New York
Brecksville,Ohio
Milwaukiee,Oregon
Perth Amboy,New Jersey
Hursd,Texas
Centertown,Missouri
Port Reading,New Jersey
Clearbrook,Minnesota
Magdalena,New Mexico
Mililani,Hawaii
Carlisl,Pennsylvania
Lexingtoin,Missouri
York Harbor,Maine
Ventnor,New Jersey
Fraser,Michigan
North Haledon,New Jersey
Palos Verdes,California
Kimberly,Idaho
Ringoes,New Jersey
Junction,Texas
Forest,Virginia
Brownsville,California
Westmont,New Jersey
Kendall,Wisconsin
Copper Hill,Virginia
Arlington,Tennessee
Camden,South Carolina
Hasbrouch Hgts,New Jersey
Brentwood,New York
02138,Massachusetts
Moosea,Wyoming
Jackson,Delaware
2000*1106,District of Columbia
Pensacola,Florida
Wernersville,Pennsylvania
Belcamp,Maryland
Itasca,Illinois
Dickinson,Texas
Annanpolis,Maryland
Rye,New York
Wynne,Arkansas
Sewell,New Jersey
Fairacres,New Mexico
Long Valley,New Jersey
Brentwood,California
Midland City,Alabama
Anchorage,Kentucky
Union,Nebraska
Sidney,Nebraska
St. Lawrence,South Dakota
Valley View,Ohio
Huron,South Dakota
Freeport,Minnesota
Elizabeth,Tennessee
Mecanicville,New York
East Troy,Wisconsin
Ladson,South Carolina
Sumner,Maryland
Saint Anne,Illinois
Shepherdstown W,West Virginia
Amherst,New York
Clear Lake,Iowa
Warminster,Pennsylvania
Benton,Kentucky
Selkirk,New York
Piney Flats,Tennessee
Maricao,Puerto Rico
Chalreston,South Carolina
Gaithersburg,Maryland
Fitzwilliam,New Hampshire
Lowville,New York
Bunnlevel,North Carolina
Neenah,Wisconsin
North Atlleboro,Massachusetts
Bath,South Carolina
Washinton Dc,District of Columbia
Brinnon,Washington
Hedrick,Iowa
Gap,Pennsylvania
Kinsman,Ohio
Haltom City,Texas
Big Moose,New York
Franklin,North Carolina
Yreka,California
Manitowsh Waters,Wisconsin
Big Rapids,Michigan
Tullahoma,Tennessee
Mayer,Arizona
Paw Paw,Michigan
Newland,North Carolina
Neshanic Sta,New Jersey
Fredericksburg,Pennsylvania
Lake Forest,California
Lisle,Illinois
Waverly,Virginia
Morisville,Vermont
Rockville Centre,New York
Mountville,Pennsylvania
Hancock,Michigan
Kennebunk,Maine
Mt Angel,Oregon
Laurelton,New York
"Washington ",District of Columbia
Houston,Delaware
Cassville,New York
Great Valley,New York
Hollywood,California
Cottonwood,Arizona
Larchmomt,New York
Nevada,Iowa
"Kensington, Md 20895 193",Maryland
Salter Path,North Carolina
Orcas,Washington
Portland,Pennsylvania
Tuxedo Park,New York
Harpswell,Maine
N. Tonawanda,New York
Lawrenceville,Georgia
Haslet,Texas
Cumberland Ctr.,Maine
Glenpool,Oklahoma
Slidell,Louisiana
Villars-Chesieres,Military Europe
Nevada,Colorado
Penllyn,Pennsylvania
Thatcher,Arizona
Lanesborough,Massachusetts
Corry,Pennsylvania
Hunlock Creek,Pennsylvania
Horseshoe Bay,Texas
Teachey,North Carolina
Bear Creek,Pennsylvania
Somerton,Arizona
East Ely,Nevada
Hermon,New York
Ghent,New York
NULL,Florida
Lincoln University,Pennsylvania
Manliuf,New York
Saint Albans,Missouri
Rolla,Missouri
Delray,West Virginia
Green Cove Springs,Florida
Davey,Nebraska
Airville,Pennsylvania
Fairhope,Alabama
Hahnville,Louisiana
Westminster,South Carolina
Wyola,Montana
Hudson,Ohio
Ismay,Montana
Bethelem,Pennsylvania
Victor,New York
University of Richmond,Virginia
Hopewell Junction,New York
Saint James City,Florida
Bel Alton,Maryland
Newark Delaware,Delaware
Ara,Georgia
Washington Grove,Maryland
Orleans,Massachusetts
Baltimore,Vermont
Eliot,Maine
Nora Springs,Iowa
Santa Ysabel,California
Marshfield,Vermont
Wharton,Texas
Saint Albans,West Virginia
Imperial Beach,California
Ionia,Michigan
Pelican Rapids,Minnesota
North Salem,New York
Wshington,District of Columbia
Tukwila,Washington
Dulles,Virginia
Newton Ctr,Massachusetts
Ithaca,New York
Morrisville,Pennsylvania
Rancho Cucamonga,Wisconsin
Forest Hill,New York
Carolina Beach,North Carolina
N Falmouth,Massachusetts
Boca Grande,Florida
North Java,New York
Dubois,Pennsylvania
Planisville,Connecticut
N Attleboro,Massachusetts
Pacific Paliaodes,California
Hibbing,Minnesota
Bethel,Connecticut
Sayerville,New Jersey
Key Biscayne,Florida
Nashport,Ohio
Susquchanna,Pennsylvania
North Woodmer,New York
Jacksonville,Vermont
Novelty (Russell),Ohio
Montpreler,Vermont
Mcclean,Virginia
East Hampton,Connecticut
Pryor,Oklahoma
Malcom,Iowa
Greeley,Georgia
Red Bank,New Jersey
Cape Canaveral,Florida
Middletown,Maryland
Hammond,Indiana
Glastonbury,Arizona
Jefferson,Missouri
Shelbyville,Kentucky
Painted Post,New York
Port Tobacco,Maryland
Chickamauga,Georgia
Somis,California
Yorktown Hills,New York
Deer Park,Texas
Lakewood,New Jersey
Stuart,Virginia
Rensselaer,New York
Geismar,Louisiana
Glandorf,Ohio
Osmond,Nebraska
Upper Co,Maryland
Ochelata,Oklahoma
W Springfield,Virginia
Chaptico,Maryland
Aurora,Ohio
McLane,Virginia
Willseyville,New York
Sudbury,Colorado
Plymouth,California
Rogers,Minnesota
Honokaa,Hawaii
Honoka'a,Hawaii
Brookfield,Missouri
Plainfield,Connecticut
Petersham,Massachusetts
Wittenberg,Wisconsin
Dumas,Connecticut
Lebanon,Oregon
Woodmere,New York
Hobart,Wisconsin
Mount Hood Parkdale,Oregon
Mt Sinai,New York
Pykwana,South Dakota
Dickeyville,Wisconsin
North Arlington,New Jersey
Naples,New York
Carabassett Valley,Maine
Washington D.C.,Washington
Spring Creek,Pennsylvania
East Longmeadow,Massachusetts
Keyser,West Virginia
Laplata,Maryland
Chevy Chase,District of Columbia
Clifton Township,Pennsylvania
Sheridan,Indiana
Haddon Heights,New Jersey
Brandon,Mississippi
Purchase,New York
South Lake,Texas
Sterling Hts,Michigan
Saint Simons Island,Georgia
Effort,Pennsylvania
Mc Bride,Missouri
Lacombe,Louisiana
Chesterfield,New Jersey
Wheatland,Wyoming
Tarpley,Texas
Long Pond,Pennsylvania
Lima,New York
Franklin Lks,New Jersey
Oakland,California
Glen Arden,Maryland
Moorestown,New Jersey
Newfane,Vermont
Glendale,New York
Sharon Springs,Kansas
Fletcher,North Carolina
Delaplane,Virginia
Lowell,Indiana
Potomic,Maryland
Celina,Ohio
06117PD,District of Columbia
Eagle Rock,Virginia
Water Mill,New York
Wilmore,Kentucky
Hollistonurg,Massachusetts
West Poland,Maine
Bellvue,Colorado
Ayer,Massachusetts
Randolph,Vermont
Clever,Missouri
Bandon,Oregon
Pottsboro,Texas
Kildeer,Illinois
Scooba,Mississippi
Tobaccoville,North Carolina
Indn Hbr Bch,Florida
Manzanita,Oregon
West Newfield,Maine
Elkhorn,Nebraska
Bradford Woods,Pennsylvania
Broomes Is,Maryland
Oaklyn,New Jersey
Berne,New York
Penuelas,Puerto Rico
Point Lookout,New York
Flemingotn,New Jersey
Union City,California
Culver,Indiana
Rimrock,Arizona
Huntington Bay,New York
Shawnee,Oklahoma
Zhejiang Provinceshaoxing,District of Columbia
Deal,New Jersey
Elephant Butte,New Mexico
El Sobrante,California
Oackland,California
Santurce,Puerto Rico
Versailles,Connecticut
Antioch,Maryland
Greenwood,Indiana
Milwaukie,Oregon
Longneck,Delaware
Marlton,New Jersey
Milan,Ohio
Kirkwood,Illinois
Essex Jct,Vermont
Mainesburg,Pennsylvania
Bois D Arc,Missouri
Rockaway Park,New York
Church Hill,Maryland
Mahopac,New York
Oxford,Florida
Weybridge,Vermont
Boulder,Colorado
Collbran,Colorado
Saint Paul,Virginia
Lauderdale Lake,Florida
Midlothian,Virginia
Worthington,Minnesota
Onamia,Minnesota
North River,New York
New Kent,Virginia
Breezy Point,New York
Cadyville,New York
Casablanca,District of Columbia
Wilmington,North Carolina
Poway,California
Stoughton,Wisconsin
Millvile,Massachusetts
Onley,Maryland
"San Antonio,",Texas
Provo,New Mexico
